id_empresa;total_recebido;num_transacoes_recebidas;num_clientes_unicos;total_pago;num_transacoes_pagas;num_fornecedores_unicos;fluxo_caixa_liquido;ticket_medio_recebido;ticket_medio_pago;faturamento;setor_cnae;cluster;momento_empresa
CNPJ_00017;0,0;0,0;0,0;2040,0;12,0;4,0;-2040,0;0,0;170,0;174296921,0;Defesa nacional;3;Início
CNPJ_00018;0,0;0,0;0,0;182,0;3,0;1,0;-182,0;0,0;60,666666666666664;175251,0;Cultivo de soja;0;Declínio
CNPJ_00019;5581096,0;83,0;38,0;20437711,0;273,0;90,0;-14856615,0;67242,1204819277;74863,41025641025;2344200,0;Produção de alumínio;2;Expansão
CNPJ_00020;1411,0;4,0;2,0;629,0;4,0;2,0;782,0;352,75;157,25;2647053,0;Construção de rodovias;0;Declínio
CNPJ_00021;2090,0;3,0;1,0;13550,0;12,0;4,0;-11460,0;696,6666666666666;1129,1666666666667;99229866,0;Construção de barragens;3;Início
CNPJ_00022;224,0;1,0;1,0;1460,0;6,0;2,0;-1236,0;224,0;243,33333333333334;1646496,0;Defesa nacional;0;Declínio
CNPJ_00023;3793,0;2,0;2,0;3524,0;3,0;1,0;269,0;1896,5;1174,6666666666667;10745208,0;Educação superior;0;Declínio
CNPJ_00024;0,0;0,0;0,0;589,0;3,0;1,0;-589,0;0,0;196,33333333333334;234499,0;Engenharia civil;0;Declínio
CNPJ_00025;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1416231,0;Atividades hospitalares;0;Declínio
CNPJ_00026;0,0;0,0;0,0;3845,0;6,0;2,0;-3845,0;0,0;640,8333333333334;1988975,0;Geração de energia elétrica;0;Declínio
CNPJ_00027;29701,0;4,0;2,0;139823,0;18,0;6,0;-110122,0;7425,25;7767,944444444444;99074,0;Defesa nacional;0;Declínio
CNPJ_00028;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2732620,0;Fabricação de automóveis;0;Declínio
CNPJ_00029;0,0;0,0;0,0;12053,0;6,0;2,0;-12053,0;0,0;2008,8333333333333;114440,0;Saneamento básico;0;Declínio
CNPJ_00030;0,0;0,0;0,0;89,0;1,0;1,0;-89,0;0,0;89,0;188626,0;Extração de minério de ferro;0;Declínio
CNPJ_00031;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;825747,0;Construção de barragens;0;Declínio
CNPJ_00032;50,0;1,0;1,0;208,0;6,0;2,0;-158,0;50,0;34,666666666666664;96400,0;Correios e entregas expressas;0;Declínio
CNPJ_00033;0,0;0,0;0,0;1299,0;3,0;1,0;-1299,0;0,0;433,0;2136481,0;Planos de saúde;0;Declínio
CNPJ_00034;350,0;2,0;2,0;0,0;0,0;0,0;350,0;175,0;0,0;213367,0;Telecomunicações sem fio;0;Declínio
CNPJ_00035;0,0;0,0;0,0;1799,0;7,0;2,0;-1799,0;0,0;257,0;1331544,0;Saneamento básico;0;Declínio
CNPJ_00036;1463,0;3,0;1,0;0,0;0,0;0,0;1463,0;487,6666666666667;0,0;751334,0;Obras de infraestrutura elétrica;0;Declínio
CNPJ_00037;707,0;4,0;2,0;384,0;3,0;1,0;323,0;176,75;128,0;1704447,0;Comércio atacadista de calçados;0;Declínio
CNPJ_00038;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1795842,0;Construção de rodovias;0;Declínio
CNPJ_00039;2399,0;3,0;1,0;0,0;0,0;0,0;2399,0;799,6666666666666;0,0;4443979,0;Telecomunicações sem fio;0;Declínio
CNPJ_00040;321,0;3,0;1,0;961,0;6,0;2,0;-640,0;107,0;160,16666666666666;243152,0;Hotéis e pousadas;0;Declínio
CNPJ_00041;0,0;0,0;0,0;161,0;3,0;1,0;-161,0;0,0;53,666666666666664;144122843,0;Fabricação de automóveis;3;Início
CNPJ_00042;33,0;1,0;1,0;443,0;6,0;2,0;-410,0;33,0;73,83333333333333;193452,0;Restaurantes e similares;0;Declínio
CNPJ_00043;6986109,0;92,0;43,0;19210345,0;278,0;90,0;-12224236,0;75935,96739130435;69101,96043165468;118592,0;Comércio atacadista de calçados;2;Expansão
CNPJ_00044;5473,0;2,0;2,0;35811,0;18,0;6,0;-30338,0;2736,5;1989,5;2306070,0;Construção de rodovias;0;Declínio
CNPJ_00045;129,0;1,0;1,0;0,0;0,0;0,0;129,0;129,0;0,0;240781,0;Educação superior;0;Declínio
CNPJ_00046;4151,0;7,0;3,0;4513,0;6,0;2,0;-362,0;593,0;752,1666666666666;154453,0;Comércio varejista de alimentos;0;Declínio
CNPJ_00047;16649,0;1,0;1,0;110348,0;21,0;7,0;-93699,0;16649,0;5254,666666666667;84543,0;Consultoria empresarial;0;Declínio
CNPJ_00048;433,0;3,0;1,0;1039,0;6,0;2,0;-606,0;144,33333333333334;173,16666666666666;986403,0;Comércio varejista de alimentos;0;Declínio
CNPJ_00049;787,0;3,0;1,0;0,0;0,0;0,0;787,0;262,3333333333333;0,0;696657,0;Geração de energia elétrica;0;Declínio
CNPJ_00050;0,0;0,0;0,0;195,0;3,0;1,0;-195,0;0,0;65,0;902410,0;Construção de barragens;0;Declínio
CNPJ_00051;872,0;2,0;2,0;8199,0;6,0;2,0;-7327,0;436,0;1366,5;175486,0;Atividades hospitalares;0;Declínio
CNPJ_00052;9251583,0;101,0;42,0;28369254,0;337,0;109,0;-19117671,0;91599,83168316832;84181,76261127596;170965,0;Geração de energia elétrica;2;Expansão
CNPJ_00053;948,0;3,0;1,0;885,0;3,0;1,0;63,0;316,0;295,0;13086903,0;Saneamento básico;0;Declínio
CNPJ_00054;783,0;6,0;2,0;574,0;3,0;1,0;209,0;130,5;191,33333333333334;129096,0;Telecomunicações sem fio;0;Declínio
CNPJ_00055;0,0;0,0;0,0;5517,0;3,0;1,0;-5517,0;0,0;1839,0;2148804,0;Armazenamento geral;0;Declínio
CNPJ_00056;0,0;0,0;0,0;428,0;1,0;1,0;-428,0;0,0;428,0;233204,0;Construção de edifícios;0;Declínio
CNPJ_00057;1622032,0;48,0;22,0;4371296,0;138,0;45,0;-2749264,0;33792,333333333336;31676,057971014492;188899,0;Fabricação de caminhões e ônibus;0;Declínio
CNPJ_00058;0,0;0,0;0,0;66,0;1,0;1,0;-66,0;0,0;66,0;2696307,0;Obras de infraestrutura elétrica;0;Declínio
CNPJ_00059;0,0;0,0;0,0;30,0;1,0;1,0;-30,0;0,0;30,0;293956,0;Armazenamento geral;0;Declínio
CNPJ_00060;90,0;2,0;2,0;0,0;0,0;0,0;90,0;45,0;0,0;2208150,0;Comércio varejista de alimentos;0;Declínio
CNPJ_00061;9116,0;7,0;5,0;14923,0;9,0;3,0;-5807,0;1302,2857142857142;1658,111111111111;266114,0;Atividades de bancos múltiplos;0;Declínio
CNPJ_00062;33834,0;6,0;2,0;44332,0;9,0;3,0;-10498,0;5639,0;4925,777777777777;1901121,0;Fabricação de caminhões e ônibus;0;Declínio
CNPJ_00063;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;202382,0;Correios e entregas expressas;0;Declínio
CNPJ_00064;329,0;1,0;1,0;3863,0;9,0;3,0;-3534,0;329,0;429,22222222222223;51942,0;Serviços de tecnologia da informação;0;Declínio
CNPJ_00065;111,0;1,0;1,0;263,0;3,0;1,0;-152,0;111,0;87,66666666666667;1352525,0;Cultivo de trigo;0;Declínio
CNPJ_00066;51,0;1,0;1,0;299,0;6,0;2,0;-248,0;51,0;49,833333333333336;1275708,0;Montagem industrial;0;Declínio
CNPJ_00067;4920,0;3,0;1,0;28694,0;15,0;5,0;-23774,0;1640,0;1912,9333333333334;182887,0;Construção de edifícios;0;Declínio
CNPJ_00068;6790,0;3,0;3,0;11208,0;9,0;3,0;-4418,0;2263,3333333333335;1245,3333333333333;76136353,0;Comércio atacadista de medicamentos;3;Início
CNPJ_00069;34717,0;7,0;3,0;218695,0;42,0;14,0;-183978,0;4959,571428571428;5207,023809523809;2204073,0;Comércio varejista de alimentos;0;Declínio
CNPJ_00070;1864,0;3,0;1,0;4447,0;9,0;3,0;-2583,0;621,3333333333334;494,1111111111111;295964,0;Extração de minério de ferro;0;Declínio
CNPJ_00071;0,0;0,0;0,0;114,0;1,0;1,0;-114,0;0,0;114,0;269800,0;Fabricação de produtos químicos;0;Declínio
CNPJ_00072;0,0;0,0;0,0;460,0;6,0;2,0;-460,0;0,0;76,66666666666667;72226,0;Serviços de tecnologia da informação;0;Declínio
CNPJ_00073;6081,0;10,0;4,0;2118,0;3,0;1,0;3963,0;608,1;706,0;1658037,0;Fabricação de produtos químicos;0;Declínio
CNPJ_00074;0,0;0,0;0,0;62,0;3,0;1,0;-62,0;0,0;20,666666666666668;69788,0;Transporte rodoviário de carga;0;Declínio
CNPJ_00075;260040,0;19,0;9,0;266378,0;30,0;10,0;-6338,0;13686,315789473685;8879,266666666666;2298109,0;Fabricação de automóveis;0;Declínio
CNPJ_00076;11036,0;3,0;1,0;50737,0;12,0;4,0;-39701,0;3678,6666666666665;4228,083333333333;686771,0;Administração pública;0;Declínio
CNPJ_00077;17418,0;1,0;1,0;1028144,0;54,0;18,0;-1010726,0;17418,0;19039,703703703704;203754,0;Planos de saúde;0;Declínio
CNPJ_00078;0,0;0,0;0,0;33,0;1,0;1,0;-33,0;0,0;33,0;40259354,0;Consultoria empresarial;0;Declínio
CNPJ_00079;352025,0;26,0;10,0;509553,0;51,0;17,0;-157528,0;13539,423076923076;9991,235294117647;71470,0;Fabricação de automóveis;0;Declínio
CNPJ_00080;210,0;2,0;2,0;0,0;0,0;0,0;210,0;105,0;0,0;137245,0;Defesa nacional;0;Declínio
CNPJ_00081;17,0;1,0;1,0;0,0;0,0;0,0;17,0;17,0;0,0;58465,0;Defesa nacional;0;Declínio
CNPJ_00082;0,0;0,0;0,0;8452,0;6,0;2,0;-8452,0;0,0;1408,6666666666667;1051801,0;Armazenamento geral;0;Declínio
CNPJ_00083;3693,0;5,0;3,0;2895,0;6,0;2,0;798,0;738,6;482,5;25443324,0;Geração de energia elétrica;0;Declínio
CNPJ_00084;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;394518,0;Comércio atacadista de tecidos;0;Declínio
CNPJ_00085;9375,0;3,0;1,0;16898,0;8,0;3,0;-7523,0;3125,0;2112,25;280618,0;Hotéis e pousadas;0;Declínio
CNPJ_00086;7072,0;7,0;3,0;4963,0;3,0;1,0;2109,0;1010,2857142857143;1654,3333333333333;170731677,0;Padaria e confeitaria;3;Início
CNPJ_00087;6396,0;7,0;3,0;7806,0;7,0;3,0;-1410,0;913,7142857142857;1115,142857142857;114374372,0;Telecomunicações sem fio;3;Início
CNPJ_00088;1009146,0;25,0;11,0;2540821,0;105,0;35,0;-1531675,0;40365,84;24198,295238095237;1656210,0;Fabricação de caminhões e ônibus;0;Declínio
CNPJ_00089;0,0;0,0;0,0;413356,0;31,0;11,0;-413356,0;0,0;13334,064516129032;2740451,0;Cultivo de milho;0;Declínio
CNPJ_00090;0,0;0,0;0,0;451,0;3,0;1,0;-451,0;0,0;150,33333333333334;395094,0;Telecomunicações sem fio;0;Declínio
CNPJ_00091;30131674,0;310,0;129,0;29392647,0;358,0;117,0;739027,0;97198,94838709677;82102,36592178771;1317922,0;Administração pública;2;Expansão
CNPJ_00092;5835,0;7,0;3,0;1934,0;3,0;1,0;3901,0;833,5714285714286;644,6666666666666;11099849,0;Educação superior;0;Declínio
CNPJ_00093;0,0;0,0;0,0;541,0;9,0;3,0;-541,0;0,0;60,111111111111114;434581,0;Cultivo de milho;0;Declínio
CNPJ_00094;0,0;0,0;0,0;533515,0;33,0;11,0;-533515,0;0,0;16167,121212121212;854335,0;Construção de rodovias;0;Declínio
CNPJ_00095;12766368,0;159,0;71,0;21025495,0;278,0;91,0;-8259127,0;80291,62264150943;75631,27697841727;95709,0;Fabricação de móveis;2;Expansão
CNPJ_00096;62658,0;14,0;6,0;88236,0;18,0;6,0;-25578,0;4475,571428571428;4902,0;1929832,0;Produção de alumínio;0;Declínio
CNPJ_00097;0,0;0,0;0,0;2308,0;3,0;1,0;-2308,0;0,0;769,3333333333334;221885,0;Produção cinematográfica;0;Declínio
CNPJ_00098;0,0;0,0;0,0;65,0;1,0;1,0;-65,0;0,0;65,0;1204408,0;Educação superior;0;Declínio
CNPJ_00099;0,0;0,0;0,0;658,0;9,0;3,0;-658,0;0,0;73,11111111111111;44548282,0;Construção de rodovias;0;Declínio
CNPJ_00100;745798,0;44,0;17,0;963831,0;50,0;16,0;-218033,0;16949,954545454544;19276,62;257727,0;Comércio atacadista de bebidas;0;Declínio
CNPJ_00101;3647825,0;74,0;31,0;5775623,0;126,0;42,0;-2127798,0;49294,93243243243;45838,27777777778;259538,0;Cultivo de trigo;0;Declínio
CNPJ_00102;0,0;0,0;0,0;20,0;1,0;1,0;-20,0;0,0;20,0;107861609,0;Educação superior;3;Início
CNPJ_00103;841667,0;39,0;19,0;1181059,0;71,0;24,0;-339392,0;21581,20512820513;16634,6338028169;907249,0;Transporte ferroviário de carga;0;Declínio
CNPJ_00104;0,0;0,0;0,0;34,0;1,0;1,0;-34,0;0,0;34,0;1293041,0;Extração de minério de ferro;0;Declínio
CNPJ_00105;1306,0;1,0;1,0;10236,0;18,0;6,0;-8930,0;1306,0;568,6666666666666;909810,0;Comércio atacadista de calçados;0;Declínio
CNPJ_00106;2788,0;3,0;1,0;6237,0;6,0;2,0;-3449,0;929,3333333333334;1039,5;132136375,0;Fabricação de papel;3;Início
CNPJ_00107;107,0;1,0;1,0;213,0;4,0;2,0;-106,0;107,0;53,25;420842,0;Produção de alumínio;0;Declínio
CNPJ_00108;0,0;0,0;0,0;180,0;3,0;1,0;-180,0;0,0;60,0;125646,0;Saneamento básico;0;Declínio
CNPJ_00109;9373,0;6,0;2,0;5695,0;3,0;1,0;3678,0;1562,1666666666667;1898,3333333333333;160471614,0;Extração de minério de ferro;3;Início
CNPJ_00110;0,0;0,0;0,0;37,0;1,0;1,0;-37,0;0,0;37,0;435001,0;Obras de infraestrutura elétrica;0;Declínio
CNPJ_00111;0,0;0,0;0,0;1684,0;3,0;1,0;-1684,0;0,0;561,3333333333334;1575703,0;Engenharia civil;0;Declínio
CNPJ_00112;0,0;0,0;0,0;1477,0;6,0;2,0;-1477,0;0,0;246,16666666666666;29153202,0;Construção de rodovias;0;Declínio
CNPJ_00113;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;185773139,0;Obras de infraestrutura elétrica;3;Início
CNPJ_00114;0,0;0,0;0,0;57,0;1,0;1,0;-57,0;0,0;57,0;2072166,0;Fabricação de produtos químicos;0;Declínio
CNPJ_00115;45931,0;6,0;2,0;199100,0;30,0;10,0;-153169,0;7655,166666666667;6636,666666666667;221165,0;Comércio atacadista de calçados;0;Declínio
CNPJ_00116;188,0;1,0;1,0;0,0;0,0;0,0;188,0;188,0;0,0;106290,0;Transporte rodoviário de carga;0;Declínio
CNPJ_00117;385,0;3,0;1,0;2261,0;3,0;1,0;-1876,0;128,33333333333334;753,6666666666666;2598726,0;Comércio atacadista de medicamentos;0;Declínio
CNPJ_00118;4626,0;7,0;3,0;3802,0;6,0;2,0;824,0;660,8571428571429;633,6666666666666;630718,0;Comércio varejista de alimentos;0;Declínio
CNPJ_00119;0,0;0,0;0,0;57,0;1,0;1,0;-57,0;0,0;57,0;2403080,0;Hotéis e pousadas;0;Declínio
CNPJ_00120;686921,0;32,0;16,0;693630,0;33,0;11,0;-6709,0;21466,28125;21019,090909090908;196797,0;Cultivo de soja;0;Declínio
CNPJ_00121;5341,0;3,0;1,0;29121,0;12,0;4,0;-23780,0;1780,3333333333333;2426,75;985733,0;Fabricação de caminhões e ônibus;0;Declínio
CNPJ_00122;24171005,0;277,0;116,0;16555169,0;211,0;70,0;7615836,0;87259,94584837546;78460,51658767773;7754973,0;Seguros de vida;1;Maturidade
CNPJ_00123;0,0;0,0;0,0;587,0;6,0;2,0;-587,0;0,0;97,83333333333333;284701,0;Montagem industrial;0;Declínio
CNPJ_00124;2108,0;3,0;1,0;11425,0;9,0;3,0;-9317,0;702,6666666666666;1269,4444444444443;7929323,0;Geração de energia elétrica;0;Declínio
CNPJ_00125;0,0;0,0;0,0;601241,0;45,0;15,0;-601241,0;0,0;13360,91111111111;1080210,0;Cultivo de soja;0;Declínio
CNPJ_00126;16095887,0;152,0;76,0;27880871,0;345,0;113,0;-11784984,0;105893,99342105263;80814,11884057971;1832892,0;Extração de petróleo e gás natural;2;Expansão
CNPJ_00127;1575,0;3,0;1,0;2291,0;6,0;2,0;-716,0;525,0;381,8333333333333;1003331,0;Administração pública;0;Declínio
CNPJ_00128;16796,0;9,0;3,0;18108,0;12,0;4,0;-1312,0;1866,2222222222222;1509,0;298196,0;Engenharia civil;0;Declínio
CNPJ_00129;1004,0;3,0;1,0;4881,0;6,0;2,0;-3877,0;334,6666666666667;813,5;92882,0;Fabricação de produtos químicos;0;Declínio
CNPJ_00130;0,0;0,0;0,0;7745,0;3,0;1,0;-7745,0;0,0;2581,6666666666665;238455,0;Extração de petróleo e gás natural;0;Declínio
CNPJ_00131;0,0;0,0;0,0;8607,0;19,0;7,0;-8607,0;0,0;453,0;12291356,0;Administração pública;0;Declínio
CNPJ_00132;679,0;1,0;1,0;23459,0;15,0;5,0;-22780,0;679,0;1563,9333333333334;220552,0;Montagem industrial;0;Declínio
CNPJ_00133;1895293,0;67,0;31,0;2713094,0;105,0;35,0;-817801,0;28287,955223880595;25838,990476190476;2147430,0;Produção de ferro-gusa;0;Declínio
CNPJ_00134;125,0;3,0;1,0;566,0;6,0;2,0;-441,0;41,666666666666664;94,33333333333333;229059,0;Cultivo de soja;0;Declínio
CNPJ_00135;0,0;0,0;0,0;4308,0;12,0;4,0;-4308,0;0,0;359,0;752850,0;Engenharia civil;0;Declínio
CNPJ_00136;39285,0;4,0;2,0;20723948,0;243,0;79,0;-20684663,0;9821,25;85283,7366255144;234311,0;Planos de saúde;2;Expansão
CNPJ_00137;0,0;0,0;0,0;21,0;1,0;1,0;-21,0;0,0;21,0;2310663,0;Transporte ferroviário de carga;0;Declínio
CNPJ_00138;591,0;4,0;2,0;0,0;0,0;0,0;591,0;147,75;0,0;28011124,0;Serviços de tecnologia da informação;0;Declínio
CNPJ_00139;1056,0;1,0;1,0;0,0;0,0;0,0;1056,0;1056,0;0,0;23128916,0;Comércio varejista de alimentos;0;Declínio
CNPJ_00140;0,0;0,0;0,0;556,0;5,0;3,0;-556,0;0,0;111,2;1063710,0;Hotéis e pousadas;0;Declínio
CNPJ_00141;0,0;0,0;0,0;29134,0;9,0;3,0;-29134,0;0,0;3237,1111111111113;1988174,0;Fabricação de produtos químicos;0;Declínio
CNPJ_00142;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;915301,0;Hotéis e pousadas;0;Declínio
CNPJ_00143;0,0;0,0;0,0;8768,0;3,0;1,0;-8768,0;0,0;2922,6666666666665;19152162,0;Construção de edifícios;0;Declínio
CNPJ_00144;4528,0;5,0;3,0;10160,0;10,0;4,0;-5632,0;905,6;1016,0;2733257,0;Fabricação de papel;0;Declínio
CNPJ_00145;0,0;0,0;0,0;39,0;1,0;1,0;-39,0;0,0;39,0;86396,0;Fabricação de produtos químicos;0;Declínio
CNPJ_00146;45,0;2,0;2,0;0,0;0,0;0,0;45,0;22,5;0,0;1627349,0;Administração pública;0;Declínio
CNPJ_00147;571,0;1,0;1,0;0,0;0,0;0,0;571,0;571,0;0,0;658309,0;Comércio varejista de alimentos;0;Declínio
CNPJ_00148;493,0;3,0;1,0;3481,0;7,0;3,0;-2988,0;164,33333333333334;497,2857142857143;833962,0;Comércio atacadista de alimentos;0;Declínio
CNPJ_00149;0,0;0,0;0,0;1756,0;6,0;2,0;-1756,0;0,0;292,6666666666667;74389,0;Produção cinematográfica;0;Declínio
CNPJ_00150;34,0;1,0;1,0;137,0;3,0;1,0;-103,0;34,0;45,666666666666664;182886,0;Televisão por assinatura;0;Declínio
CNPJ_00151;47,0;1,0;1,0;221,0;6,0;2,0;-174,0;47,0;36,833333333333336;286444,0;Serviços de tecnologia da informação;0;Declínio
CNPJ_00152;450,0;4,0;4,0;946,0;3,0;1,0;-496,0;112,5;315,3333333333333;77111,0;Comércio atacadista de bebidas;0;Declínio
CNPJ_00153;230227,0;5,0;3,0;18061054,0;221,0;73,0;-17830827,0;46045,4;81724,2262443439;2133202,0;Cultivo de trigo;2;Expansão
CNPJ_00154;31,0;1,0;1,0;0,0;0,0;0,0;31,0;31,0;0,0;283402,0;Cultivo de trigo;0;Declínio
CNPJ_00155;0,0;0,0;0,0;23401,0;9,0;3,0;-23401,0;0,0;2600,1111111111113;64974193,0;Fabricação de caminhões e ônibus;0;Declínio
CNPJ_00156;0,0;0,0;0,0;633,0;6,0;2,0;-633,0;0,0;105,5;1110561,0;Administração pública;0;Declínio
CNPJ_00157;0,0;0,0;0,0;4961396,0;138,0;46,0;-4961396,0;0,0;35952,14492753623;264594,0;Consultoria empresarial;0;Declínio
CNPJ_00158;217972,0;10,0;4,0;687164,0;45,0;15,0;-469192,0;21797,2;15270,31111111111;143378,0;Fabricação de automóveis;0;Declínio
CNPJ_00159;0,0;0,0;0,0;393,0;6,0;2,0;-393,0;0,0;65,5;102391273,0;Administração pública;3;Início
CNPJ_00160;3737889,0;56,0;24,0;5294521,0;111,0;37,0;-1556632,0;66748,01785714286;47698,38738738739;777923,0;Administração pública;0;Declínio
CNPJ_00161;3487,0;4,0;2,0;7818,0;9,0;3,0;-4331,0;871,75;868,6666666666666;49215617,0;Fabricação de caminhões e ônibus;0;Declínio
CNPJ_00162;0,0;0,0;0,0;308,0;1,0;1,0;-308,0;0,0;308,0;1262171,0;Restaurantes e similares;0;Declínio
CNPJ_00163;16,0;1,0;1,0;39,0;1,0;1,0;-23,0;16,0;39,0;2127450,0;Telecomunicações sem fio;0;Declínio
CNPJ_00164;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6986436,0;Comércio atacadista de calçados;0;Declínio
CNPJ_00165;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5832040,0;Cultivo de milho;0;Declínio
CNPJ_00166;417,0;3,0;1,0;1452,0;9,0;3,0;-1035,0;139,0;161,33333333333334;62217,0;Comércio atacadista de tecidos;0;Declínio
CNPJ_00167;0,0;0,0;0,0;11414,0;6,0;2,0;-11414,0;0,0;1902,3333333333333;23230413,0;Comércio atacadista de tecidos;0;Declínio
CNPJ_00168;0,0;0,0;0,0;492,0;6,0;2,0;-492,0;0,0;82,0;17866422,0;Comércio varejista de alimentos;0;Declínio
CNPJ_00169;0,0;0,0;0,0;63,0;1,0;1,0;-63,0;0,0;63,0;10850676,0;Comércio varejista de alimentos;0;Declínio
CNPJ_00170;0,0;0,0;0,0;290,0;3,0;1,0;-290,0;0,0;96,66666666666667;937210,0;Atividades de bancos múltiplos;0;Declínio
CNPJ_00171;0,0;0,0;0,0;1107233,0;63,0;21,0;-1107233,0;0,0;17575,126984126986;164306317,0;Comércio atacadista de tecidos;3;Início
CNPJ_00172;16746,0;10,0;4,0;19033,0;9,0;3,0;-2287,0;1674,6;2114,777777777778;248407,0;Planos de saúde;0;Declínio
CNPJ_00173;15583344,0;180,0;79,0;22989697,0;303,0;99,0;-7406353,0;86574,13333333333;75873,58745874587;26729033,0;Montagem industrial;2;Expansão
CNPJ_00174;0,0;0,0;0,0;30299,0;15,0;5,0;-30299,0;0,0;2019,9333333333334;1787948,0;Montagem industrial;0;Declínio
CNPJ_00175;0,0;0,0;0,0;9318,0;6,0;2,0;-9318,0;0,0;1553,0;126779209,0;Comércio atacadista de alimentos;3;Início
CNPJ_00176;0,0;0,0;0,0;11498,0;6,0;2,0;-11498,0;0,0;1916,3333333333333;19946776,0;Comércio atacadista de alimentos;0;Declínio
CNPJ_00177;43417,0;8,0;4,0;39632,0;9,0;3,0;3785,0;5427,125;4403,555555555556;127779904,0;Transporte rodoviário de carga;3;Início
CNPJ_00178;680,0;2,0;2,0;1258,0;3,0;1,0;-578,0;340,0;419,3333333333333;307124,0;Fabricação de caminhões e ônibus;0;Declínio
CNPJ_00179;302,0;1,0;1,0;0,0;0,0;0,0;302,0;302,0;0,0;6003576,0;Televisão por assinatura;0;Declínio
CNPJ_00180;541,0;1,0;1,0;43833,0;21,0;7,0;-43292,0;541,0;2087,285714285714;1037505,0;Restaurantes e similares;0;Declínio
CNPJ_00181;0,0;0,0;0,0;24,0;1,0;1,0;-24,0;0,0;24,0;328709,0;Comércio atacadista de tecidos;0;Declínio
CNPJ_00182;64,0;1,0;1,0;0,0;0,0;0,0;64,0;64,0;0,0;2637685,0;Comércio atacadista de calçados;0;Declínio
CNPJ_00183;63,0;1,0;1,0;578,0;6,0;2,0;-515,0;63,0;96,33333333333333;2586974,0;Produção cinematográfica;0;Declínio
CNPJ_00184;1981,0;3,0;1,0;3080,0;3,0;1,0;-1099,0;660,3333333333334;1026,6666666666667;101444,0;Hotéis e pousadas;0;Declínio
CNPJ_00185;6508,0;4,0;2,0;2358,0;3,0;1,0;4150,0;1627,0;786,0;129274,0;Comércio atacadista de alimentos;0;Declínio
